protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov,bitscore
Q8NEZ5_PF00646_25,1166,1167,0.9991431019708654,140.58282481983707,3.5145706204959266,40,39,0.975,0.9
Q8TAQ2_PF00249_599,20370,20377,0.999656475437994,1203.7569936409236,27.994348689323804,43,43,1.0,0.9
Q8TAT5_PF00641_316,41896,41908,0.9997136584900258,3658.530916422152,121.95103054740508,30,26,0.8666666666666667,0.9
Q8TDD2_PF00096_325,112835,112884,0.9995659260834132,1899.0638973905184,79.12766239127158,24,23,0.9583333333333334,1.2
Q8WU90_PF18044_104,77812,77834,0.9997173471747566,4735.187872617751,225.48513679132148,21,20,0.9523809523809524,1.1
Q92922_PF00249_620,137389,137443,0.9996071098564496,10921.19473894571,248.2089713396752,44,40,0.9090909090909092,0.7
Q96DX7_PF00643_174,120670,120925,0.9978912549100682,7263.723088380745,161.4160686306832,45,42,0.9333333333333332,0.7
Q96GE6_PF13499_123,75025,75249,0.9970232162553656,6759.197958148513,97.95939069780454,69,66,0.9565217391304348,0.9
Q96GE6_PF13499_48,120139,120473,0.9972275945647572,12343.170601282824,162.4101394905635,76,71,0.9342105263157896,0.7
Q96GM8_PF00642_298,61619,61634,0.9997566278352856,3997.095398415127,173.7867564528316,23,21,0.9130434782608696,0.9
Q96K80_PF00642_138,84525,84544,0.9997752649507948,4334.271302975511,197.01233195343232,22,20,0.9090909090909092,1.1
Q99615_PF00226_382,172980,173383,0.9976756660110851,12542.315693795592,187.1987416984417,67,62,0.9253731343283582,1.1
Q99684_PF00096_256,3321,3324,0.9990974729241876,28.305184657035564,1.2306602024798072,23,23,1.0,1.2
Q99684_PF00096_313,1940876,1943203,0.9988024925856948,25488.891344496715,1158.585970204396,22,21,0.9545454545454546,1.2
Q9BV68_PF14369_11,40495,40516,0.9994816862474084,5181.703380137695,172.72344600458982,30,28,0.9333333333333332,0.7
Q9BY11_PF14604_387,237070,237214,0.9993929531983778,6528.510295416711,112.56052233477088,58,53,0.913793103448276,0.9
Q9GZV5_PF00397_116,121199,121252,0.9995628938079372,4472.993780020768,95.1700804259738,47,35,0.7446808510638298,1.0
Q9H000_PF00642_37,77355,77368,0.9998319718746768,3322.7403559327745,174.88107136488287,19,19,1.0,1.1
Q9H0A6_PF00612_189,103292,103313,0.9997967341960836,3104.521669113074,163.39587732174073,19,17,0.8947368421052632,0.9
Q9H0M0_PF00397_343,49692,49719,0.99945694804803,3129.064164015256,65.18883675031783,48,38,0.7916666666666666,1.0
Q9H2P0_PF00046_770,332266,332724,0.9986234837282552,7485.828111248248,182.58117344507923,41,40,0.975609756097561,0.7
Q9H3Z4_PF00226_16,209953,210437,0.9977000242352818,18567.892253958256,299.4821331283589,62,61,0.9838709677419356,1.1
Q9H9D4_PF00096_383,1898217,1899996,0.9990636822393312,32799.928415091745,1561.901353099607,21,21,1.0,1.2
Q9HA38_PF12171_246,71618,71637,0.9997347739296732,3248.499836504887,124.94230140403413,26,26,1.0,0.9
Q9HAU4_PF00397_150,94691,94737,0.9995144452537024,1635.2367081861448,33.372177718084586,49,36,0.7346938775510204,0.7
Q9HAZ2_PF00096_282,1428289,1429822,0.9989278385701156,17953.988007244334,816.0903639656516,22,22,1.0,1.2
Q9HC78_PF00096_635,1901519,1903408,0.9990075695804578,37947.3132778372,1724.8778762653271,22,22,1.0,1.2
Q9HC78_PF00096_663,1712412,1713876,0.999145795845207,35989.38961988924,1635.8813463586018,22,21,0.9545454545454546,1.2
Q9HC78_PF00096_716,1413423,1414407,0.999304302085609,31126.88719973573,1414.8585090788968,22,21,0.9545454545454546,1.2
Q9NPB3_PF13499_155,82129,82352,0.9972921119098505,7185.120787321763,110.5403198049502,65,62,0.953846153846154,0.9
Q9NQ86_PF00643_208,118044,118238,0.9983592415297958,6950.993025844622,154.46651168543605,45,39,0.8666666666666667,0.7
Q9NQV8_PF00096_668,1637395,1638509,0.9993201135910758,43297.72995746967,2061.796664641413,21,21,1.0,1.2
Q9NQX1_PF00096_433,215083,215147,0.9997025289685656,10983.495798512413,477.5432955874962,23,21,0.9130434782608696,1.2
Q9NSC2_PF00096_1030,211893,211977,0.9996037305934136,9387.53276904513,426.70603495659685,22,21,0.9545454545454546,1.2
Q9NU63_PF00096_176,1854743,1856797,0.998893793990404,24745.932572805406,1124.8151169457003,22,21,0.9545454545454546,1.2
Q9NZM3_PF14604_1129,354656,354866,0.99940822733088,8188.43715985195,148.8806756336718,55,51,0.9272727272727272,0.9
Q9P2P5_PF00397_800,173069,173139,0.9995957005642864,5593.233480483047,124.29407734406772,45,33,0.7333333333333333,1.0
Q9UBF6_PF12678_48,98529,98595,0.9993305948577514,11835.07676548166,211.34065652645825,56,47,0.8392857142857143,0.7
Q9UBS4_PF00226_25,214191,214696,0.997647836941536,19195.59880181132,304.69204447319555,63,63,1.0,1.1
Q9UHC7_PF00642_89,74517,74532,0.9997987441635808,3743.066756541468,170.1393980246122,22,20,0.9090909090909092,1.1
Q9UJQ4_PF00096_383,1738185,1740016,0.9989477108256476,33021.618290948965,1500.9826495885893,22,22,1.0,1.2
Q9UJQ4_PF00096_627,597278,597577,0.9994996460707156,18186.964011547727,826.6801823430785,22,21,0.9545454545454546,1.2
Q9UJQ4_PF00096_899,1411227,1412277,0.9992565197903812,25302.41484132319,1150.1097655146905,22,21,0.9545454545454546,1.2
Q9UJV3_PF00643_191,120404,120618,0.998225803777214,7497.947930041385,166.62106511203078,45,41,0.9111111111111112,0.7
Q9UKS6_PF14604_365,223550,223686,0.9993920048639612,6247.329293924128,105.88693718515472,59,53,0.8983050847457628,0.9
Q9UNF0_PF00018_428,223389,223520,0.9994139226914818,6162.913622782902,104.4561630980153,59,54,0.9152542372881356,0.9
Q9UQR1_PF00096_172,1595594,1597019,0.9991077125569576,26727.411932768784,1214.882360580399,22,21,0.9545454545454546,1.2
Q9Y222_PF00249_226,30594,30599,0.9998365959671884,1940.873943104173,48.52184857760433,40,38,0.95,0.9
Q9Y2G7_PF00096_411,1908998,1911479,0.9987020521805366,30816.68023066464,1400.758192302938,22,22,1.0,1.2
Q9Y462_PF00096_506,1866168,1868240,0.9988909347835396,24161.73065409052,1098.2604842768417,22,21,0.9545454545454546,1.2
Q9Y5K6_PF00018_271,246727,246887,0.9993519302352898,6048.661099221659,99.15837867576492,61,53,0.8688524590163934,0.9
Q9Y5K6_PF14604_1,274949,275128,0.9993493937367336,6806.652435825494,115.36699043772025,59,53,0.8983050847457628,0.9
Q9Y5K6_PF14604_109,263555,263728,0.9993440211126616,6725.585419056716,110.25549867306091,61,54,0.8852459016393442,0.9
