,DMS_ID,Site_Independent,EVmutation,EVE_ensemble,MSA_Transformer_ensemble,ESM2_650M,GEMME,VespaG,Tranception_L_no_retrieval,Tranception_L,TranceptEVE_L,ESM-IF1_142M,ProteinMPNN,SaProt_650M_AF2,PoET,ESCOTT,VenusREM,ProSST-2048,RSALOR,ESM3_1.4B_open,Progen3_3B,AIDO.Protein-RAG-16B
10,DVL1_HUMAN_Beltran_2025_PF00595_246,0.7849598115976559,0.7846443565969884,0.7891053934261502,0.7835729826893513,0.7889367278350454,0.7807633359413001,0.7929419541554906,0.7814085827024251,0.7978545690479596,0.781055564035845,0.8242132417993998,0.8031889229153479,0.7984189255789252,0.790518694365018,0.7849628041950467,0.7677208825685634,0.7705772146316927,0.7669990009390165,0.7921544493246584,0.7814504194364533,0.7947423510682478
11,DVL1_HUMAN_Beltran_2025_PF00778_4,0.7710969612735871,0.7630747393140596,0.7809306358435602,0.7714460594000758,0.7814794589747807,0.7755502519863521,0.7781799713827986,0.7621849504807084,0.7968870846760805,0.7929289396855933,0.8342798703756832,0.8099177361948752,0.7848614630341657,0.7874602591427022,0.7609138789039678,0.7557526264724044,0.7460068374727837,0.7697045631505613,0.8178961879545901,0.7206155047796877,0.7918780907931491
12,TCRG1_HUMAN_Beltran_2025_PF01846_645,0.9350426400305364,0.9215510858891602,0.9409524145267982,0.9173862350467451,0.9288044740575783,0.9040185020934783,0.9228779174417697,0.8560669592099093,0.9336422051141574,0.9308315360632312,0.9404245658262796,0.932191680292508,0.9142835674524332,0.9251096285306708,0.9119949849952752,0.9376031831556261,0.9345738568439629,0.9347514835428379,0.9476201892246359,0.9268986894545777,0.9359936733420315
13,TCRG1_HUMAN_Beltran_2025_PF01846_727,0.8940103893375182,0.9134282705563981,0.9047067167025891,0.9117261562224267,0.889009990221841,0.8764554293335367,0.9036916602549969,0.8319094729287726,0.9078904502631807,0.9052676496856278,0.9162589648037831,0.8810498157338946,0.9180073260820523,0.9139929534731527,0.8853310141645713,0.9157170969306206,0.8928099890158824,0.9174940491943655,0.9118364272431753,0.8969833614608401,0.9149396134501554
14,TCRG1_HUMAN_Beltran_2025_PF01846_793,0.9414519514106878,0.944741673918668,0.948446254982718,0.9413538003212049,0.9471569294188206,0.9305598767929936,0.949373998367703,0.8138829103883229,0.931078850086454,0.9392804321166928,0.9458698955949901,0.9411814218686513,0.9458624383930493,0.9365875020453134,0.933044488775666,0.9576392127525729,0.9374526981016236,0.9386655436329521,0.9484886102677927,0.8948822786148924,0.9454119078552612
15,TCRG1_HUMAN_Beltran_2025_PF01846_897,0.8886539345272283,0.8663326661769465,0.8823138439614093,0.8793206355682935,0.872764218027221,0.8327255363826114,0.8530782970541243,0.719379051071104,0.8871874393113566,0.8832410196416617,0.8968123498999894,0.8890093704846831,0.8947415874368357,0.8794877868274857,0.8459242959617878,0.8949882947422517,0.8920412444724711,0.8776507211773638,0.919938761869575,0.8220478720333991,0.8939298759237762
16,TCRG1_HUMAN_Beltran_2025_PF01846_955,0.7394438017444881,0.7306287867617093,0.7345857467188639,0.7443937783002792,0.782994751368186,0.7228642213711277,0.7232590961219185,0.6425215010047022,0.7466216543612781,0.7508652522612206,0.7886963401408152,0.7134482806523871,0.7600135061637353,0.7532569313806321,0.7214575941746996,0.7178056901827522,0.69509738146564,0.742920736541278,0.8064376428793107,0.6950470260948794,0.7211705492969327
17,PHX2A_HUMAN_Beltran_2025_PF00046_92,0.8528016880078567,0.8044560212082397,0.8086009920363498,0.8122053325377209,0.8275601191110291,0.7320718736059941,0.7443807235810641,0.7769168354202163,0.8020247587088187,0.8031124303972589,0.8434771845126863,0.815400232418353,0.7597373535718196,0.8118857016242276,0.7523694807090189,0.7529196255897896,0.7487851792063679,0.8281774597797296,0.7746889220203373,0.774481783979298,0.8496043940120529
18,KLF11_HUMAN_Beltran_2025_PF00096_395,0.8088088635376836,0.780203432557136,0.8421818315243771,0.8550396259171977,0.8914181399830126,0.681928317103321,0.7696036156237609,0.7843536411225347,0.8328340609648632,0.819830245232678,0.813118428400256,0.8020759893334403,0.7792233713976834,0.8288939878062654,0.776008062098664,0.83404268003548,0.8252339950755623,0.8090137724817753,0.8358952479756444,0.7231591202687352,0.8238279199443437
19,CSKP_HUMAN_Beltran_2025_PF00595_488,0.9480529630696944,0.9388813423554395,0.9455604721291204,0.9417216692495597,0.9539263403088225,0.9480855746181758,0.9541924072820354,0.9383889850626067,0.9515136220213982,0.9484558712115879,0.9508517035053373,0.948384643725078,0.9448306611570197,0.9512112504716126,0.9496795096380756,0.9549239058748704,0.9512051879118671,0.9525096144701489,0.9533275595116519,0.9318615681593964,0.9543091799407251
20,MDM4_HUMAN_Beltran_2025_PF00641_299,0.7578569643905335,0.7683378406809837,0.7531016642431708,0.7903602377708051,0.8259696911883236,0.7081638785946872,0.7565330072363351,0.7638707264064104,0.7804905335715532,0.7626214139867875,0.8432671136229472,0.809238528903928,0.8094700762685291,0.7833392072959652,0.7507037825966778,0.792631058543072,0.8640950072907692,0.7323068162065701,0.8601144119064067,0.7606957779118974,0.8617108621025203
21,NPHP1_HUMAN_Beltran_2025_PF00018_152,0.9053485491161355,0.9195312089556296,0.9036970019587147,0.9069675534573871,0.905837806968004,0.9128752585752596,0.9010832864678352,0.9056951468987565,0.9062432821015582,0.9032563408924773,0.9078536253125905,0.9036603999532618,0.9022196437096899,0.9075207287199294,0.9083258780197193,0.9083795862127246,0.9044917976822002,0.900205314414626,0.9002384283929076,0.9097696051917444,0.9107163768120636
22,ATX7_HUMAN_Beltran_2025_PF08313_334,0.9402664675377804,0.9419140305079196,0.9492178428191758,0.9313650227242767,0.9395729044994823,0.9333963455754297,0.9345650826549644,0.7401952926048627,0.9116296770393785,0.9384063402492472,0.9298040762733893,0.9258233565466307,0.9337873782193585,0.9379245628482932,0.9320781421625678,0.9211089727915229,0.9106161799269776,0.9416568716261069,0.9300519553594947,0.8923981810295286,0.9432596143644079
23,SHOX_HUMAN_Beltran_2025_PF00046_119,0.8257623866335371,0.798784349675861,0.828744665479703,0.8162543938027095,0.8244440411916399,0.7994348291704086,0.8039512589721884,0.7936585356005601,0.7974973097755556,0.8177358758574125,0.827136827090468,0.8158824236738711,0.7805581601424215,0.8041118401009467,0.7896490469799258,0.7836740906297837,0.7767255311214386,0.8213319109152852,0.8065502396567886,0.7724054860722428,0.8142061663180603
24,TRI18_HUMAN_Beltran_2025_PF00643_172,0.7717407996302558,0.8027971505351831,0.7967532431215544,0.7705413072136633,0.7882068280287952,0.748204830135856,0.7695034190039007,0.798293173452807,0.7890600270341276,0.7854720563704809,0.7997827231799776,0.7514514533622572,0.7881023654034022,0.7697147464615098,0.7560875399064335,0.7832084504123676,0.7744022129601826,0.7441303908081465,0.7849098961526455,0.7586079979268004,0.7853344455647076
25,P73_HUMAN_Beltran_2025_PF07647_487,0.8516383609719559,0.8704481424846335,0.9087109687395948,0.8766717402494484,0.8915179815765326,0.8829318254661065,0.9006345349467529,0.8544514492886537,0.8728397886842291,0.8746781139799037,0.8874502899723883,0.8644484648508391,0.8906485030735203,0.862874729231723,0.8709892181290518,0.8600344754974328,0.8576908701200248,0.86347604567682,0.8736453158023438,0.8792633134931143,0.875208629583386
26,TOX3_HUMAN_Beltran_2025_PF00505_256,0.8386100424867923,0.8517368078689763,0.8610406826399731,0.8661147502532363,0.8507575441139831,0.8353026047074221,0.8453170179166447,0.8028551785852786,0.8332805605004759,0.8639548486061406,0.8657722352050613,0.848632943245083,0.827291160178491,0.8725704260746202,0.8322264481666136,0.8479456514157465,0.8607024150996897,0.8301958948980024,0.8639939836402528,0.8120205305496618,0.8532973305923127
27,R113A_HUMAN_Beltran_2025_PF00642_198,0.6718320517981129,0.6597210914598033,0.684430821362891,0.6922620046703407,0.7258857033311119,0.6853110989074163,0.6466020567049818,0.6530108504819306,0.6361390711533733,0.646654048718465,0.7558087528537372,0.6425307757063368,0.6097280727475812,0.647159809639914,0.6912788720883778,0.6283372559284821,0.6251864838157267,0.6805961285389536,0.6050419011325572,0.6390607809759541,0.6666670719199547
28,ZBT24_HUMAN_Beltran_2025_PF00096_351,0.8366349497077524,0.8435234750558561,0.8457088415661177,0.851443188155894,0.8139329388934758,0.7948533920808266,0.7962606301042306,0.7779463358587204,0.8149472013751259,0.8386413592567026,0.7639272939316352,0.6944585254405978,0.743640204163508,0.8459705072277729,0.7992506665121891,0.7379663002309963,0.6973145249194003,0.8262872313013364,0.7323588141715108,0.7801741230322797,0.8334007254788728
29,ZBT24_HUMAN_Beltran_2025_PF00096_435,0.6508401009549716,0.7015793998029968,0.6585589424803501,0.6931301066463528,0.6383040844181214,0.7423649251533291,0.7002992716366542,0.6476825029171943,0.6570483072568668,0.6476742813749808,0.6306219867983803,0.7647058597182234,0.7168045731038123,0.6914674279096148,0.7363850966182163,0.6389820398565497,0.5944351804277817,0.6633265471555579,0.6430719049732566,0.7210832861045071,0.6731331692405363
30,CRX_HUMAN_Beltran_2025_PF00046_41,0.8474968834200016,0.8568044038727329,0.8525426691320523,0.8497858106498132,0.8286493161358572,0.8167392516998471,0.8432177469279751,0.8251045199405435,0.8275307478884187,0.844167474891736,0.8750484290129454,0.8512965257416405,0.8529879994035461,0.8357830571313212,0.830670493345167,0.8353671847258914,0.8312907278558036,0.8347600945422166,0.8522439178673793,0.8307770480175328,0.8590683518809524
31,SRGP3_HUMAN_Beltran_2025_PF00018_745,0.8776145787190761,0.8904384019868474,0.8781281989691787,0.8831117651190258,0.8759638193829199,0.8809463021507328,0.8824503120641826,0.8795182694766079,0.8815446725803807,0.8788531922173375,0.8702223032274248,0.8703253607415212,0.8773931505124822,0.8894437043381644,0.8849798895948194,0.8769799168928101,0.8712758294559425,0.865735373065477,0.8787345380158758,0.8800072254745288,0.8668555481874087
32,RIPK2_HUMAN_Beltran_2025_PF00619_438,0.8122281909248377,0.818797460592952,0.8216846822860945,0.8065022012824209,0.8002478281113702,0.7950775827333221,0.7711237269055579,0.6679181958750948,0.8084755129744847,0.806035725727713,0.836615147474867,0.8283445477022262,0.8771214924320939,0.8336444887178331,0.7846446586394239,0.8773523586690946,0.8739111674810968,0.8300320208341854,0.8458026990039119,0.749371641560002,0.8461583627951987
33,RASL2_HUMAN_Beltran_2025_PF00779_682,0.7084110934830841,0.6785140675385763,0.7136624132566326,0.7008355185779156,0.7028301659367163,0.7422922646736066,0.72618138441691,0.5914670541875255,0.7220340459538762,0.7292694717119258,0.6375077767796656,0.6834291951905334,0.7159333806473395,0.7056370891217493,0.7415008442575495,0.6993182589392927,0.6978073235893949,0.7249969131798023,0.7002411369074617,0.7273481354148952,0.7260517511229663
34,PRPF3_HUMAN_Beltran_2025_PF01480_10,0.7854631616807173,0.7720977084749208,0.7820843929661329,0.7628097228472237,0.7864233554659075,0.809035775862878,0.7609077861871417,0.7142082507436468,0.8055361816931511,0.8049100877133417,0.8844876604068677,0.8370756098872034,0.8775614116145726,0.7737526165365309,0.7972988196144931,0.8635898032788046,0.8648730505890155,0.7930098495913966,0.8975824302918355,0.7965267347803203,0.8079102750067085
35,PPIP1_HUMAN_Beltran_2025_PF00018_361,0.8832204685350464,0.9088301838884352,0.9354322451964872,0.919586030738884,0.9140749831380589,0.9030780510190889,0.9003540693167139,0.8945141508175075,0.9107163844268276,0.9102781610095397,0.917247746380191,0.9159491445556259,0.9302132015765974,0.917280417625114,0.909141445697227,0.9131804295442806,0.912284458682614,0.8753385206004383,0.9179522912421472,0.8955622895739139,0.9126994298684542
36,ZN292_HUMAN_Beltran_2025_PF00096_808,0.7710927624037615,0.7603699342435016,0.7828808565214703,0.7511848065045641,0.7341618520818478,0.716493273047002,0.7735234544671146,0.7546266220005056,0.7670067267362967,0.7706590083172058,0.7474317821641013,0.6970164035084259,0.7556277171455988,0.7502047251224948,0.7185487258568909,0.7453025771200119,0.7048254163888724,0.774565320387125,0.7473031696111749,0.7580058844222155,0.770055081028947
37,ZC3H1_HUMAN_Beltran_2025_PF10650_1186,0.6862407456839773,0.6807222566568605,0.5729995869951052,0.6370257790605158,0.6772210580145437,0.39740216362695746,0.596505450438598,0.6110584309606447,0.6802674768492843,0.6825201510706801,0.5964262864440513,0.6405419842796599,0.6017367005030766,0.6754653105302226,0.39740216362695746,0.6327674852052296,0.5361761978924615,0.688037800529204,0.5804789307412775,0.5540962194056062,0.5968889932122247
38,KDM1A_HUMAN_Beltran_2025_PF04433_186,0.919199718097529,0.9159058213669521,0.9142240633293247,0.9126512497053192,0.8852209238740631,0.905163165699712,0.914797253111988,0.8377489025570697,0.9091089632900788,0.9227736925675945,0.9349201361750493,0.9244746425938725,0.9310966045568025,0.9233918660076091,0.903386126149363,0.9204148619525877,0.9084832617886186,0.9234995749820452,0.9380296701893982,0.7764558731498932,0.9168477036128718
39,ZIC3_HUMAN_Beltran_2025_PF00096_389,0.7205781180936555,0.6929438802596393,0.7150570322329385,0.7389400892642742,0.7830117764389175,0.7069201139697754,0.6838417665785524,0.721255857106987,0.6955450898660875,0.700882616869197,0.7474734851337794,0.8244782048413394,0.7791812015530053,0.7233294276133767,0.7048000353051068,0.7172669761125934,0.7308928733381731,0.7224601432041109,0.7481876592354023,0.737943556728783,0.7492176026241841
40,BRD4_HUMAN_Beltran_2025_PF17035_607,0.8085342694097248,0.8081390898859592,0.8249520428186682,0.8247008340691714,0.7881772518756229,0.7760640831563668,0.7842174173998111,0.73030500321664,0.7752754596618979,0.8171491481839223,0.8900613911636964,0.7953781426113503,0.7561940488372599,0.8121241580172984,0.7844300418503651,0.7822071279814009,0.8006893572914325,0.8086268364643947,0.8765381509451449,0.7922560823739769,0.8307930276231763
41,LDB3_HUMAN_Beltran_2025_PF00595_1,0.9663366818697613,0.9626354513326316,0.968192230351381,0.958514066320765,0.9675043673539907,0.9395485949346754,0.9601556032138607,0.9542302762800171,0.9608253966608601,0.9649483153590999,0.9657453381815377,0.961170652690965,0.9660282716142609,0.9653882877056845,0.9626858889929172,0.9667299415797661,0.9644924456664261,0.959023738516853,0.96946239261738,0.9625829229970673,0.9666432127918527
42,PROP1_HUMAN_Beltran_2025_PF00046_71,0.8637860527837637,0.8336084205080402,0.8588758069833172,0.8398685588265279,0.8505081256303482,0.8016403092596677,0.8143275461232975,0.8112296761592083,0.8143038579634224,0.8457889479552103,0.8755821943023183,0.8652315283104867,0.8358163897582052,0.8470456079005093,0.8004797224604174,0.815421483131894,0.8138643383386561,0.8452822152123447,0.8161320080168555,0.8223566576629922,0.856313247456855
43,AVIL_HUMAN_Beltran_2025_PF02209_785,0.8281166038323617,0.7616624769070608,0.8268645626598938,0.7680139928082863,0.826436308851561,0.8033224739926879,0.8300953360120384,0.8069518244858823,0.8350982564173878,0.8333640156713703,0.832275595416054,0.8252362075436791,0.8444696887115054,0.7992431244163013,0.7956557424474543,0.8246962774371315,0.7995472348401039,0.8282228869743884,0.8557914640127295,0.8003268404042257,0.825135669991706
44,FLNB_HUMAN_Beltran_2025_PF00630_1423,0.9150571492324291,0.9039977750086984,0.9150515742885195,0.9127769539668821,0.9097635112675316,0.8949498467581122,0.9072909266693295,0.849683226756103,0.9137859959759015,0.9162906702489785,0.9030489791525524,0.9115806724910865,0.9001160304412182,0.9137252932355259,0.9033505791492294,0.8915077622607532,0.869107643540208,0.9118569941180993,0.9135382207216278,0.8639822081898375,0.9174295827734279
45,FLNB_HUMAN_Beltran_2025_PF00630_2109,0.8317082935152265,0.8329134399784673,0.8376381217506396,0.8310777760975087,0.8199687948665544,0.8237679337963432,0.8272022652119341,0.8277512064428605,0.844416574725685,0.8271252219477003,0.843503524841962,0.8161801388712829,0.8353507155005799,0.8315243997037478,0.8285882669848852,0.8594043854554805,0.8591858281196157,0.8211786372901457,0.8355777103386829,0.8160067646452218,0.8539219884883129
46,FLNB_HUMAN_Beltran_2025_PF00630_2289,0.8777441383596096,0.8806775484431912,0.8838171625949217,0.880434801003029,0.8781410724452812,0.8792912909424394,0.8795544016690933,0.8722345068419828,0.8772948277086375,0.884106290917068,0.8728723505387296,0.8607583392062181,0.8853717836663068,0.8825430955877109,0.8861530236374038,0.8696913201459893,0.861568051246354,0.8725307105560051,0.8759427772956525,0.8539452142584711,0.8853641194552775
47,TRIM3_HUMAN_Beltran_2025_PF00643_111,0.8395099175757592,0.8242802219765473,0.8531535686853737,0.8432457932454857,0.8168121037136584,0.8283564980166286,0.852120264545318,0.8153888321257715,0.8368730421228222,0.847521893710664,0.8121536604695557,0.818828034943113,0.8201859117273953,0.841758225660316,0.832961252255052,0.821311083909581,0.7962838901272946,0.8177752571844025,0.7920598767757188,0.7702000909576722,0.8425054518776739
48,PR40A_HUMAN_Beltran_2025_PF00397_176,0.7859065912781681,0.7886400793206633,0.8217341174624475,0.8150568204402827,0.7710192448651197,0.7950331609667811,0.7883056201730322,0.7529567809571075,0.7963286313476317,0.7887682768332128,0.7882077256679354,0.7589267094295354,0.7966469210417869,0.7751890794953528,0.7699501552949278,0.7807512533210745,0.7772730106942681,0.8069094442693822,0.7911273708919734,0.7848064824463571,0.7865530321152922
49,PR40A_HUMAN_Beltran_2025_PF01846_395,0.8102941778824285,0.8484340722453684,0.850783432994243,0.834902589297775,0.829134553132267,0.7654646107891662,0.8071254308554455,0.6499244841109154,0.7725996775638305,0.8173731795476294,0.8698737986331729,0.8484633578738702,0.8570008600440921,0.8372783751362947,0.7750994386821264,0.8851723513586063,0.899293794472283,0.7994723839920886,0.9098379941027711,0.8329920048320565,0.8456538115351173
50,PR40A_HUMAN_Beltran_2025_PF01846_459,0.7271633297157808,0.7219846781973246,0.7043821572727723,0.6822298280708753,0.709328802507903,0.7026459298748916,0.7014520931265424,0.6026231245639132,0.7144464243946023,0.7252612271946722,0.8081990312331423,0.7711826193683846,0.7027532731399153,0.6924426572775622,0.7097707820936928,0.7423616480437637,0.7653200207494772,0.7207429251577216,0.7967701064204723,0.6151976305124373,0.7141824075542957
51,PR40A_HUMAN_Beltran_2025_PF01846_670,0.7327415420283455,0.7106550590863076,0.7226606351967189,0.725495784482966,0.717210396396742,0.6638166206731642,0.6091202358617248,0.6264732036488174,0.7254913562128765,0.7345133264373318,0.8398101198736457,0.778772885349613,0.8259371547455717,0.7209999099902007,0.657264922778758,0.772245177750587,0.7819761058223043,0.7836039132697562,0.8463623965889137,0.7143165098047439,0.7608773647599278
52,PR40A_HUMAN_Beltran_2025_PF01846_745,0.8913799509967567,0.8973954773939873,0.8923042252687359,0.8946506865282523,0.9088413069042367,0.896882787666129,0.8984921714007353,0.7744514784006434,0.8921588349029845,0.8926971329074103,0.8882833782656978,0.8904209458326973,0.9053926771838879,0.8968838424693277,0.8961637216146756,0.9136217971746188,0.890620321205086,0.9060089794067381,0.9016526589090196,0.8974471316591094,0.8913860234081332
53,TAD2A_HUMAN_Beltran_2025_PF04433_375,0.8317166495572507,0.8330514330710423,0.8485772934399104,0.8246062335517198,0.808112826311756,0.7786613170197819,0.8216707195976181,0.7834960240081978,0.8457964090819925,0.8550778024959097,0.8761255077483653,0.8375565324597231,0.8732773477484742,0.8313388371940847,0.8028870704207071,0.8652167627490656,0.8367817546698968,0.850100777327748,0.9098183166399351,0.8313934494856913,0.8530229632146615
54,CSDE1_HUMAN_Beltran_2025_PF00313_184,0.852091456987573,0.8586691265745475,0.8714397768190982,0.8745837691076019,0.875213886575222,0.852428746805896,0.8734315712372369,0.8390113667884469,0.8542415150485139,0.8650899794540607,0.8936626813015801,0.8711338786189661,0.8791145969261873,0.8804704748334294,0.8512160691436172,0.8724416789909993,0.8669249074223665,0.8555426214947537,0.8861209840968552,0.8661255446713465,0.882404748872427
55,CSDE1_HUMAN_Beltran_2025_PF00313_23,0.9389872379258748,0.9355155654464975,0.9384982031917277,0.9229087154389318,0.9319360894320751,0.926609052849088,0.9334488220928876,0.9178039794984851,0.9339764938227756,0.9324739002863236,0.9329585776258513,0.9336599696479145,0.9349728466064858,0.9329172176803292,0.9337461759786154,0.9376657616239998,0.9364017240303949,0.932222440533623,0.9346059026661991,0.9105408870174317,0.9312929630015795
56,CSDE1_HUMAN_Beltran_2025_PF00313_347,0.8696383635401261,0.822891679254313,0.8596084498417486,0.8440530341629406,0.8431980712297518,0.8017149706432722,0.8589771229352408,0.8053571785619866,0.8655003336398465,0.85785227024908,0.8790176604385117,0.8477992652099086,0.8848721347591382,0.843151592564283,0.8178734285495429,0.8436657144070486,0.8038953540339734,0.8612163104682471,0.8803196154075767,0.8425188455463191,0.8712370903000698
57,WBP4_HUMAN_Beltran_2025_PF06220_8,0.8342551662087287,0.8118999767707379,0.8717236767323251,0.7907682756422457,0.8470176655132569,0.7581839946071683,0.8208303034017039,0.7634170096139525,0.8328074712661392,0.8417191259984024,0.807689512975993,0.8164199679613942,0.7809291280256522,0.8186748007931764,0.8278877956262636,0.771880464483384,0.7673173186176359,0.8380509553420284,0.7731685950903664,0.813193206501098,0.7907675568134775
58,CAN15_HUMAN_Beltran_2025_PF00641_4,0.7062604291571429,0.699962275619143,0.6976017653697825,0.7104418488461426,0.7294434942691582,0.7222100306618704,0.7557459414712056,0.7068015217797228,0.7102556920975586,0.7026807626541994,0.7016409677728996,0.7100920871843592,0.7026916542194722,0.7305974462156603,0.6981506296385651,0.7062885640600722,0.7273388282775741,0.6991826278146155,0.7055615234543249,0.7789096244118137,0.7241689180336741
59,DNJB5_HUMAN_Beltran_2025_PF00226_4,0.8356566483511653,0.8327511663917129,0.8377830350852824,0.8290348788025919,0.8212951721865809,0.8247212593433773,0.8355561337332743,0.8280718957926,0.8328211511040754,0.8357992797553475,0.8355493143526669,0.8555577622848011,0.8264362997012956,0.8275651861655065,0.8310665922532561,0.8318456851736846,0.8375800746734645,0.8442831581604067,0.8373132413390223,0.8290077999001078,0.8256005252107484
60,MPDZ_HUMAN_Beltran_2025_PF00595_1003,0.8792379485450261,0.8610178887152701,0.8680276281031004,0.8374553712590295,0.8987573454445704,0.8147842476877647,0.8873787576073485,0.8383173350655673,0.8829619393284479,0.8807254779262201,0.9034543073311702,0.8656520177202607,0.9219885056358855,0.8643690263474075,0.830745200609287,0.8601893232722023,0.8804040906552685,0.8680741660093333,0.9211465785699149,0.8702896114549359,0.9142133932040468
61,MPDZ_HUMAN_Beltran_2025_PF00595_1860,0.8361582520223771,0.8437445432724241,0.8703989251712938,0.8788509192458198,0.8735861047521895,0.7722337368492496,0.8182390616210001,0.823975361348932,0.8449936283538392,0.859722985308971,0.8974809611787874,0.8622801768479087,0.9093451018165312,0.8702719043330969,0.8089240891373405,0.8493796315398118,0.8546407041472349,0.8057694692483256,0.9102494808061092,0.7619420268375651,0.8830727220689768
62,MPDZ_HUMAN_Beltran_2025_PF00595_372,0.8940574748398066,0.8867566583011955,0.8842924381037739,0.88906499758963,0.9059323242763327,0.8608033551738271,0.8739135450501627,0.8559562293646246,0.8808480791123587,0.8845038751194588,0.9072504437164041,0.8694408142781289,0.8973920573738551,0.8987363377429944,0.8410556092403542,0.8930646207935726,0.8848272868199399,0.8851875749947291,0.8978612778695453,0.8441570746344361,0.906744318369299
