protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov,bitscore
P12931_PF00018_87,115219,115299,0.9993061518313257,3348.933481243196,58.75321896917888,57,51,0.8947368421052632,0.9
P14598_PF00018_157,393385,393661,0.9992988891457372,11133.503296511964,168.6894438865449,66,53,0.803030303030303,0.7
P15498_PF00018_782,486472,486792,0.9993426350474124,12262.496326827286,201.0245299479883,61,51,0.8360655737704918,0.7
P16885_PF00018_772,284572,284743,0.9993994584590314,7410.314179092684,132.32703891236935,56,50,0.8928571428571429,0.9
P19878_PF00018_241,508873,509217,0.9993244530327936,13589.775027348856,226.49625045581428,60,51,0.85,0.7
P19878_PF00018_456,304845,305035,0.9993771206582852,6863.552108648407,116.3313916720069,59,51,0.864406779661017,0.9
P20929_PF14604_6609,248690,248836,0.9994132681766305,5958.5315118296,97.68084445622296,61,51,0.8360655737704918,0.9
P25490_PF00096_384,1540038,1541340,0.9991552804702402,18564.81436715197,773.5339319646655,24,22,0.9166666666666666,1.2
P25685_PF00226_4,219045,219543,0.9977316516582172,19210.471816605404,309.8463196226678,62,62,1.0,1.1
P26651_PF00642_105,40539,40555,0.9996054740475896,3554.8848947143933,142.19539578857572,25,23,0.92,0.9
P32081_PF00313_1,121066,121416,0.9971173486196218,11600.3735455182,173.13990366445077,67,62,0.9253731343283582,0.7
P35251_PF00533_405,93502,93707,0.9978123299219908,11673.954445024414,155.65272593365884,75,70,0.9333333333333332,0.9
P39940_PF00397_324,178661,178748,0.9995132812674828,3129.930825790853,72.7890889718803,43,33,0.7674418604651163,0.7
P41016_PF00313_1,120200,120537,0.9972041779702498,10893.956879308656,165.0599527167978,66,61,0.9242424242424242,0.7
P46937_PF00397_165,103330,103378,0.9995356845750548,3412.757187015432,74.19037363077025,46,33,0.717391304347826,1.0
P47974_PF00642_193,49235,49252,0.9996548363518232,4274.897152532761,178.12071468886504,24,22,0.9166666666666666,0.9
P49792_PF00641_1414,80561,80591,0.999627749996898,6878.225876074757,229.27419586915855,30,23,0.7666666666666667,0.7
P49792_PF00641_1478,72712,72745,0.99954636057461,6342.730312558805,204.6042036309292,31,25,0.8064516129032258,0.7
P51451_PF00018_59,467738,468032,0.9993718378230548,13399.36455776246,227.1078738603807,59,49,0.8305084745762712,0.7
P51508_PF00096_331,1761301,1763322,0.9988538678698502,19381.43278922349,880.9742176919771,22,21,0.9545454545454546,1.2
P51508_PF00096_555,1733742,1735744,0.998846604107518,18590.950631929,845.0432105422271,22,21,0.9545454545454546,1.2
P53804_PF13639_1957,128064,128133,0.9994614970382336,11887.717503761744,289.94432936004256,41,40,0.975609756097561,1.1
P57071_PF00096_1085,1809142,1810748,0.9991130737131836,30877.17663353704,1403.508028797138,22,21,0.9545454545454546,1.2
P62993_PF00018_159,334913,335104,0.9994300276928954,8607.545224003483,153.70616471434792,56,50,0.8928571428571429,0.9
P78563_PF00035_80,107518,107710,0.998217435706991,13792.535571408727,226.1071405148972,61,58,0.9508196721311476,0.7
P98175_PF00641_216,39114,39142,0.9992846558683768,2485.9306656291587,95.6127179088138,26,25,0.9615384615384616,0.9
Q00987_PF00641_299,3873,3876,0.9992260061919505,131.18685645303427,4.523684705277043,29,26,0.896551724137931,0.9
Q06187_PF00018_215,489386,489705,0.9993485874148722,13584.194641686496,230.24058714722875,59,51,0.864406779661017,0.7
Q08881_PF00018_172,506809,507129,0.9993689968430124,13706.893204205651,232.3202238000958,59,51,0.864406779661017,0.7
Q12929_PF00018_533,70277,70338,0.9991327589638602,2667.065645203445,45.98389043454216,58,52,0.896551724137931,0.9
Q12965_PF00018_1051,323313,323509,0.9993941435941504,7269.028420456129,125.32807621476086,58,51,0.8793103448275862,0.9
Q15811_PF00018_1003,330256,330459,0.9993857029162468,8306.56420441919,145.72919656875771,57,50,0.8771929824561403,0.9
Q15811_PF00018_1156,322597,322783,0.9994237614744272,7125.918133196965,122.8606574689132,58,51,0.8793103448275862,0.9
Q15811_PF00018_909,457482,457804,0.9992966422311732,12306.547370659471,195.34202175649955,63,52,0.8253968253968254,0.7
Q15811_PF07653_1003,330256,330459,0.9993857029162468,8306.56420441919,145.72919656875771,57,50,0.8771929824561403,0.9
Q2Q1W2_PF00643_274,117767,117935,0.9985754864967992,6997.203917049561,162.72567248952467,43,36,0.8372093023255814,0.7
Q5F1R6_PF12171_315,32803,32808,0.9998475981467936,4112.455829377577,164.49823317510308,25,23,0.92,0.9
Q5HYK7_PF00018_664,332255,332451,0.9994104394331796,8341.910988235963,148.96269621849933,56,50,0.8928571428571429,0.9
Q5TCQ9_PF00397_287,201382,201459,0.9996177882348268,6209.918379085495,144.41670649036035,43,31,0.7209302325581395,1.0
Q5VTD9_PF00096_221,1957621,1959971,0.9988010026678966,26049.92219057036,1184.0873722986526,22,21,0.9545454545454546,1.2
Q5VVJ2_PF00249_120,119190,119239,0.9995890606261374,7824.11527183937,181.9561691125435,43,39,0.9069767441860463,0.7
Q6XZF7_PF00018_146,284173,284345,0.9993951010216462,6694.219288055978,109.74129980419636,61,52,0.8524590163934426,0.9
Q6XZF7_PF00018_1516,430111,430387,0.9993587166898628,12489.281667075336,211.68274011992096,59,50,0.847457627118644,0.7
Q6XZF7_PF00018_242,457939,458252,0.99931696970226,12314.71143652252,195.47161010353204,63,52,0.8253968253968254,0.7
Q6XZF7_PF14604_147,307323,307520,0.9993593912591052,7173.006774337008,121.576386005712,59,52,0.8813559322033898,0.9
Q6ZN01_PF02037_170,49287,49356,0.9986019936785802,5505.337733854507,157.2953638244145,35,29,0.8285714285714286,0.7
Q6ZSG1_PF13639_293,127150,127226,0.9994026378256016,11114.006062265811,258.46525726199565,43,42,0.9767441860465116,1.1
Q6ZWJ1_PF00397_493,168218,168284,0.999607805852012,2466.5568712018967,53.62080154786732,46,34,0.7391304347826086,0.7
Q7Z6B7_PF00018_744,313529,313711,0.9994198482042388,7161.361905177319,123.47175698581584,58,51,0.8793103448275862,0.9
Q7Z6W7_PF00226_3,207647,208129,0.9976841285933244,16524.60039552539,258.19688118008423,64,62,0.96875,1.1
Q86WN1_PF14604_467,383049,383285,0.9993842701905892,11563.362497275124,186.50584673024397,62,50,0.8064516129032258,0.7
Q8IWR0_PF00642_906,43904,43918,0.999681224099458,3611.081923631484,171.9562820776897,21,20,0.9523809523809524,1.1
Q8IZQ8_PF02037_363,37529,37591,0.998350669043122,3642.8725294728542,82.79255748801941,44,33,0.75,0.7
Q8IZT6_PF00612_1877,121628,121650,0.9998191533086724,1712.843847031927,90.14967615957512,19,16,0.8421052631578947,0.9
Q8N157_PF00018_1053,307215,307394,0.99941768544604,7758.401758711741,136.11231155634633,57,51,0.8947368421052632,0.9
Q8NEA6_PF00096_414,244322,244421,0.9995949611530924,6361.239314810428,276.57562238306207,23,20,0.8695652173913043,1.2
Q8NEA6_PF00096_473,33128,33136,0.9997585707387736,1001.4399904540904,41.72666626892044,24,22,0.9166666666666666,1.2
Q8NEZ5_PF00646_25,67183,67224,0.9993900987742472,10897.43008406719,272.4357521016797,40,31,0.775,0.7
Q8TAQ2_PF00249_599,20370,20377,0.999656475437994,1211.116937963563,28.16551018519914,43,39,0.9069767441860463,0.9
Q8TAT5_PF00641_316,41896,41908,0.9997136584900258,3812.072387319395,127.06907957731318,30,25,0.8333333333333334,0.9
Q8TDD2_PF00096_325,112837,112884,0.9995836433861308,1443.5752561494614,60.14896900622756,24,21,0.875,1.2
Q8WU90_PF18044_104,77812,77834,0.9997173471747566,4735.187872617751,225.48513679132148,21,20,0.9523809523809524,1.1
Q92922_PF00249_620,137389,137443,0.9996071098564496,10678.289485751257,242.6883974034376,44,39,0.8863636363636364,0.7
Q96DX7_PF00643_174,120679,120925,0.99796568120736,6796.767311424102,151.03927358720227,45,37,0.8222222222222222,0.7
Q96GE6_PF13499_123,75028,75249,0.9970630838948026,6786.14797551527,98.3499706596416,69,64,0.927536231884058,0.9
Q96GE6_PF13499_48,120150,120473,0.9973189013305886,11902.910341595129,156.617241336778,76,66,0.868421052631579,0.7
Q96GM8_PF00642_298,61619,61634,0.9997566278352856,4298.933201908054,186.91013921339365,23,20,0.8695652173913043,0.9
Q96K80_PF00642_138,84525,84544,0.9997752649507948,4334.271302975511,197.01233195343232,22,20,0.9090909090909092,1.1
Q96QZ7_PF00397_294,153630,153708,0.9994925443047856,2132.4004133984804,46.35653072605392,46,34,0.7391304347826086,0.7
Q99615_PF00226_382,172981,173383,0.9976814335892216,12277.54364981011,183.24692014641957,67,61,0.9104477611940298,1.1
Q99684_PF00096_256,3321,3324,0.9990974729241876,27.916829944038653,1.2137752149582024,23,22,0.9565217391304348,1.2
Q99684_PF00096_313,1940876,1943203,0.9988024925856948,25488.891344496715,1158.585970204396,22,21,0.9545454545454546,1.2
Q9BV68_PF14369_11,40497,40516,0.9995310494619408,5006.692141071809,166.88973803572696,30,24,0.8,0.7
Q9BY11_PF14604_387,237070,237214,0.9993929531983778,6317.703930703626,108.92592983971768,58,51,0.8793103448275862,0.9
Q9H000_PF00642_37,77355,77368,0.9998319718746768,3322.7403559327745,174.88107136488287,19,19,1.0,1.1
Q9H0A6_PF00612_189,103295,103313,0.9998257721680718,2872.45320236744,151.18174749302315,19,15,0.7894736842105263,0.9
Q9H2P0_PF00046_770,332266,332724,0.9986234837282552,7472.581797840245,182.25809263024988,41,39,0.951219512195122,0.7
Q9H3Z4_PF00226_16,209956,210437,0.9977142802834102,20026.544425153315,323.0087810508599,62,60,0.967741935483871,1.1
Q9H9D4_PF00096_383,1898217,1899996,0.9990636822393312,32799.928415091745,1561.901353099607,21,21,1.0,1.2
Q9HA38_PF12171_246,71618,71637,0.9997347739296732,3201.4092067910688,123.13112333811804,26,24,0.9230769230769232,0.9
Q9HAU4_PF00397_150,94691,94737,0.9995144452537024,1627.252975917156,33.20924440647257,49,35,0.7142857142857143,0.7
Q9HAZ2_PF00096_282,1428289,1429822,0.9989278385701156,15869.931402094113,721.3605182770051,22,21,0.9545454545454546,1.2
Q9HC78_PF00096_635,1901519,1903408,0.9990075695804578,30863.0538799606,1402.8660854527543,22,21,0.9545454545454546,1.2
Q9HC78_PF00096_663,1712412,1713876,0.999145795845207,35989.38961988924,1635.8813463586018,22,21,0.9545454545454546,1.2
Q9HC78_PF00096_716,1413423,1414407,0.999304302085609,31126.88719973573,1414.8585090788968,22,21,0.9545454545454546,1.2
Q9NPB3_PF13499_155,82129,82352,0.9972921119098505,7185.120787321763,110.5403198049502,65,62,0.953846153846154,0.9
Q9NQV8_PF00096_668,1637395,1638509,0.9993201135910758,43297.72995746967,2061.796664641413,21,21,1.0,1.2
Q9NQX1_PF00096_433,215083,215147,0.9997025289685656,10983.495798512413,477.5432955874962,23,21,0.9130434782608696,1.2
Q9NSC2_PF00096_1030,211893,211977,0.9996037305934136,9387.53276904513,426.70603495659685,22,21,0.9545454545454546,1.2
Q9NU63_PF00096_176,1854743,1856797,0.998893793990404,24745.932572805406,1124.8151169457003,22,21,0.9545454545454546,1.2
Q9NZM3_PF14604_1129,354656,354866,0.99940822733088,8188.43715985195,148.8806756336718,55,51,0.9272727272727272,0.9
Q9UBF6_PF12678_48,98533,98595,0.9993711648663726,11722.721986189292,209.33432118195165,56,45,0.8035714285714286,0.7
Q9UBS4_PF00226_25,214194,214696,0.9976618101874278,18375.91665158539,291.6812166918316,63,62,0.984126984126984,1.1
Q9UHC7_PF00642_89,74517,74532,0.9997987441635808,3743.066756541468,170.1393980246122,22,20,0.9090909090909092,1.1
Q9UJQ4_PF00096_383,1738185,1740016,0.9989477108256476,27085.78644857281,1231.172111298764,22,21,0.9545454545454546,1.2
Q9UJQ4_PF00096_627,597278,597577,0.9994996460707156,18186.964011547727,826.6801823430785,22,21,0.9545454545454546,1.2
Q9UJQ4_PF00096_899,1411227,1412277,0.9992565197903812,25302.41484132319,1150.1097655146905,22,21,0.9545454545454546,1.2
Q9UJV3_PF00643_191,120412,120618,0.9982921288696546,6824.4597836483335,151.65466185885185,45,37,0.8222222222222222,0.7
Q9UKS6_PF14604_365,223551,223686,0.999396475416432,5961.125539917999,101.03602610030508,59,51,0.864406779661017,0.9
Q9UNF0_PF00018_428,223391,223520,0.99942287043665,5818.739224531183,98.6226987208675,59,51,0.864406779661017,0.9
Q9UQR1_PF00096_172,1595594,1597019,0.9991077125569576,26727.411932768784,1214.882360580399,22,21,0.9545454545454546,1.2
Q9Y222_PF00249_226,30594,30599,0.9998365959671884,1940.873943104173,48.52184857760433,40,38,0.95,0.9
Q9Y2G7_PF00096_411,1908998,1911479,0.9987020521805366,23919.63504752017,1087.256138523644,22,21,0.9545454545454546,1.2
Q9Y462_PF00096_506,1866168,1868240,0.9988909347835396,24161.73065409052,1098.2604842768417,22,21,0.9545454545454546,1.2
Q9Y5K6_PF00018_271,487664,487976,0.999360624292998,12153.596272901714,199.2392831623232,61,51,0.8360655737704918,0.7
Q9Y5K6_PF14604_1,274950,275128,0.9993530284085952,6534.266488126312,110.750279459768,59,51,0.864406779661017,0.9
Q9Y5K6_PF14604_109,263559,263728,0.9993591882545652,6539.987508705429,107.21290997877752,61,53,0.8688524590163934,0.9
