protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov,bitscore
Q9H0A6_PF00612_189,231858,231921,0.9997283557763204,8883.115075896992,467.5323724156312,19,18,0.9473684210526316,0.7
Q9H2P0_PF00046_770,332266,332724,0.9986234837282552,7485.828111248248,182.58117344507923,41,40,0.975609756097561,0.7
Q9H3Z4_PF00226_16,306026,306743,0.9976625383464334,39351.9980513994,634.7096459903129,62,61,0.9838709677419356,0.7
Q9HA38_PF12171_246,132975,133011,0.9997293456932134,13157.652816100235,506.06356985000906,26,26,1.0,0.7
Q9NPB3_PF13499_155,154506,154861,0.99770762167363,15920.632404956375,244.9328062300981,65,62,0.953846153846154,0.7
Q9NQ86_PF00643_208,118044,118238,0.9983592415297958,6950.993025844622,154.46651168543605,45,39,0.8666666666666667,0.7
Q9NZM3_PF14604_1129,548705,549058,0.9993570806727158,548705.0,9976.454545454546,55,51,0.9272727272727272,0.7
Q9UBF6_PF12678_48,98529,98595,0.9993305948577514,11835.07676548166,211.34065652645825,56,47,0.8392857142857143,0.7
Q9UBS4_PF00226_25,306798,307519,0.9976554294206212,38866.58516005385,616.9299231754579,63,63,1.0,0.7
Q9UHC7_PF00642_89,186188,186232,0.999763735555651,11779.826756363856,535.4466707438116,22,21,0.9545454545454546,0.7
Q9UJV3_PF00643_191,120404,120618,0.998225803777214,7497.947930041385,166.62106511203078,45,41,0.9111111111111112,0.7
Q9UKS6_PF14604_365,498694,499025,0.9993367065778268,13414.372573170864,227.362247002896,59,54,0.9152542372881356,0.7
Q9UNF0_PF00018_428,488503,488821,0.9993494551175176,12898.526234506462,218.6190887204485,59,52,0.8813559322033898,0.7
Q9Y222_PF00249_226,194849,194971,0.9993742659164696,12560.545476460164,314.0136369115041,40,38,0.95,0.7
Q9Y5K6_PF00018_271,487663,487976,0.999358575011886,12457.10906817867,204.21490275702735,61,53,0.8688524590163934,0.7
Q9Y5K6_PF14604_109,473098,473428,0.9993029563101464,13017.294067256087,213.3982633976408,61,54,0.8852459016393442,0.7
Q9Y5K6_PF14604_1,510282,510619,0.9993400167247988,510282.0,8648.847457627118,59,53,0.8983050847457628,0.7
Q5F1R6_PF12171_315,32803,32808,0.9998475981467936,4294.086850062259,171.76347400249037,25,25,1.0,0.9
