protein,num_seqs,num_seqs_unfiltered,perc_filtered,n_eff,n_eff_l,seq_len,num_cov,perc_cov,bitscore
Q9NQX1_PF00096_433,3123251,3126601,0.9989285489258144,3123251.0,135793.52173913043,23,21,0.9130434782608696,0.9
Q9NSC2_PF00096_1030,2978653,2981617,0.9990059085388902,2978653.0,135393.31818181818,22,21,0.9545454545454546,0.9
Q9NU63_PF00096_176,3201159,3205132,0.9987604254676562,3201159.0,145507.22727272726,22,21,0.9545454545454546,0.9
Q9NWH9_PF02037_19,14994,15002,0.9994667377682976,906.7685216923456,18.135370433846912,50,41,0.82,0.9
Q9P2R6_PF00320_502,4649,4651,0.9995699849494732,86.9183206602814,2.069483825244795,42,40,0.9523809523809524,0.9
Q9P2R6_PF00320_502,10409,10413,0.999615864784404,277.9513568332148,6.6178894484098745,42,39,0.9285714285714286,0.8
Q9UIF8_PF00628_1927,79979,80012,0.9995875618657202,2164.7311596269865,38.655913564767616,56,47,0.8392857142857143,0.9
Q9UIF8_PF00628_1927,109738,109792,0.9995081608860392,3095.5271213776387,55.27727002460069,56,47,0.8392857142857143,0.8
Q9UJQ4_PF00096_383,3439860,3444110,0.9987660092157336,3439860.0,156357.27272727274,22,21,0.9545454545454546,0.9
Q9UJQ4_PF00096_627,3431443,3435209,0.9989037057133932,3431443.0,155974.68181818182,22,21,0.9545454545454546,0.9
Q9UJQ4_PF00096_899,3154429,3157944,0.9988869340304958,3154429.0,143383.13636363635,22,21,0.9545454545454546,0.9
Q9UKL0_PF00249_383,16383,16387,0.9997559040702996,197.12120219527228,3.0800187843011293,64,60,0.9375,0.9
Q9UKL0_PF00249_383,17924,17928,0.999776885319054,326.36883293080564,5.099513014543838,64,60,0.9375,0.8
Q9UPW6_PF02376_358,12508,12542,0.9972891085951204,87.20279422744716,1.1325038211356773,77,68,0.8831168831168831,0.5
Q9UPW6_PF02376_482,12531,12564,0.9973734479465138,77.56167232943312,1.0341556310591082,75,68,0.9066666666666666,0.5
Q9UQR1_PF00096_172,3415990,3420028,0.9988193079120988,3415990.0,155272.27272727274,22,21,0.9545454545454546,0.9
Q9Y2G7_PF00096_411,3163997,3168306,0.998639967225388,3163997.0,143818.04545454544,22,21,0.9545454545454546,0.9
Q9Y2T7_PF00313_86,5007,5046,0.9922711058263972,157.34722322117344,1.7102959045779722,92,91,0.9891304347826086,0.9
Q9Y462_PF00096_506,3124430,3128293,0.998765141244762,3124430.0,142019.54545454544,22,21,0.9545454545454546,0.9
